Container Number,Size,Tare (kg),Terminal,Region,Type,Available From,Available To,Price (KRW),Remarks
MAEU7937590,20FT,2100,IFT,인천,내항,2025-06-10,2025-06-14,47000,내부 청결 양호
FSCU2207763,40HQ,4000,HJIT,인천,외항,2025-06-26,,0,가격 문의 필요
TRIU3845242,20FT,2200,GWCT,광양,내항,2025-06-17,2025-06-22,50000,1회 사용 신품급
MAEU9867082,40HQ,4100,UNCT,울산,내항,2025-06-01,2025-06-05,50000,주말 픽업 가능
ONEU4201485,40FT,3600,TOC,부산,내항,2025-06-28,2025-07-03,47000,주말 픽업 가능
TRIU3158098,20FT,2500,ICT,인천,내항,2025-06-26,2025-06-30,47000,도장 벗겨짐 있음
OOLU6917935,20FT,2100,GWCT,광양,내항,2025-06-08,2025-06-11,45000,내부 청결 양호
HMMU7276591,20FT,2200,BPTG,부산,내항,2025-06-11,2025-06-14,50000,문짝 휘어짐 있음
MSCU6055506,20FT,2300,KIT,광양,내항,2025-06-05,2025-06-09,45000,약한 스크래치 있음
FSCU6745298,20FT,2500,SNCT,인천,외항,2025-06-05,,0,가격 문의 필요
EMCU8807033,40HQ,4200,KIT,광양,내항,2025-06-14,2025-06-17,45000,주말 픽업 가능
CMAU9473301,40FT,3800,IGCT,군산,내항,2025-06-10,2025-06-14,45000,주말 픽업 가능
OOLU3490477,40FT,3800,DGT,부산,외항,2025-06-15,,0,가격 문의 필요
MAEU9558395,20FT,2100,SNCT,인천,외항,2025-06-30,,0,가격 문의 필요
MAEU2730046,20FT,2500,PNCT,평택,내항,2025-06-08,2025-06-12,47000,내부 청결 양호
HMMU9992623,20FT,2200,IGCT,군산,내항,2025-06-11,2025-06-15,40000,도장 벗겨짐 있음
OOLU4438113,40FT,3700,PNIT,부산,외항,2025-06-25,,0,가격 문의 필요
MAEU2725508,20FT,2200,BPTS,부산,내항,2025-06-08,2025-06-11,47000,직거래 우선 선호
OOLU1052106,40FT,3800,PNC,부산,외항,2025-06-10,,0,가격 문의 필요
CMAU1613603,20FT,2500,BPTS,부산,내항,2025-06-23,2025-06-28,47000,주말 픽업 가능
TRIU1343390,40HQ,3800,SNCT,인천,외항,2025-06-16,,0,가격 문의 필요
MSCU5575923,40FT,3700,HBCT,부산,내항,2025-06-02,2025-06-06,42000,도장 벗겨짐 있음
FSCU1118025,20FT,2400,HBCT,부산,내항,2025-06-02,2025-06-06,45000,문짝 휘어짐 있음
MSCU1134430,20FT,2300,PNC,부산,외항,2025-06-25,,0,가격 문의 필요
MSCU1170834,40HQ,4200,ICT,인천,내항,2025-06-22,2025-06-27,40000,도장 벗겨짐 있음
ONEU8494476,20FT,2200,BCT,부산,외항,2025-06-21,,0,가격 문의 필요
EMCU9256879,40HQ,4200,TOC,부산,내항,2025-06-13,2025-06-17,42000,내부 청결 양호
FSCU3945369,20FT,2300,GWCT,광양,내항,2025-06-29,2025-07-04,40000,직거래 우선 선호
YMLU6729319,40HQ,3900,KIT,광양,내항,2025-06-06,2025-06-11,45000,주말 픽업 가능
TCLU1310389,20FT,2100,HBCT,부산,내항,2025-06-17,2025-06-21,47000,도장 벗겨짐 있음
TRIU5563718,40FT,3700,PNCT,평택,내항,2025-06-20,2025-06-24,40000,도장 벗겨짐 있음
MAEU6433465,20FT,2500,BNCT,부산,외항,2025-06-29,,0,가격 문의 필요
FSCU4405763,20FT,2100,PCTC,평택,내항,2025-06-07,2025-06-12,45000,도장 벗겨짐 있음
TCLU8165732,20FT,2100,PNCT,평택,내항,2025-06-19,2025-06-24,40000,내부 청결 양호
EMCU8192586,40HQ,3800,JUCT,울산,내항,2025-06-16,2025-06-20,45000,주말 픽업 가능
MAEU9720634,20FT,2200,SNCT,인천,외항,2025-06-04,,0,가격 문의 필요
ONEU1418032,40HQ,3800,GWCT,광양,내항,2025-06-12,2025-06-15,50000,문짝 휘어짐 있음
TCLU1271298,20FT,2500,BPTS,부산,내항,2025-06-13,2025-06-17,47000,직거래 우선 선호
TCLU4840289,20FT,2100,PNIT,부산,외항,2025-06-22,,0,가격 문의 필요
HMMU4179982,20FT,2400,SNCT,인천,외항,2025-06-08,,0,가격 문의 필요
CMAU3017675,20FT,2300,E1CT,인천,내항,2025-06-29,2025-07-03,42000,도장 벗겨짐 있음
YMLU9939668,20FT,2500,IGCT,군산,내항,2025-06-03,2025-06-07,40000,문짝 휘어짐 있음
TRIU7514740,40HQ,4200,BNCT,부산,외항,2025-06-09,,0,가격 문의 필요
MAEU7494349,40FT,4000,GWCT,광양,내항,2025-06-26,2025-06-30,42000,내부 청결 양호
HMMU8196173,40FT,3900,GWCT,광양,내항,2025-06-04,2025-06-07,42000,약한 스크래치 있음
MAEU8477687,40HQ,3800,PCTC,평택,내항,2025-06-01,2025-06-06,40000,약한 스크래치 있음
TRIU9141222,40FT,4000,JUCT,울산,내항,2025-06-21,2025-06-24,50000,직거래 우선 선호
HMMU2437610,20FT,2200,TOC,부산,내항,2025-06-21,2025-06-24,40000,내부 청결 양호
OOLU9992024,40HQ,4000,PNIT,부산,외항,2025-06-07,,0,가격 문의 필요
FSCU5148975,40FT,3800,PNIT,부산,외항,2025-06-23,,0,가격 문의 필요
EMCU7444498,40HQ,3900,BPTS,부산,내항,2025-06-14,2025-06-18,47000,사전 연락 필수
HMMU6551578,40HQ,4100,SNCT,인천,외항,2025-06-26,,0,가격 문의 필요
TRIU2851677,40HQ,4200,PNIT,부산,외항,2025-06-26,,0,가격 문의 필요
TRIU8074374,40HQ,4100,HJIT,인천,외항,2025-06-21,,0,가격 문의 필요
YMLU3138835,40HQ,4100,ICT,인천,내항,2025-06-30,2025-07-05,47000,사전 연락 필수
YMLU8627380,40FT,4000,TOC,부산,내항,2025-06-20,2025-06-23,40000,주말 픽업 가능
FSCU7846302,40HQ,4000,TOC,부산,내항,2025-06-14,2025-06-19,50000,사전 연락 필수
CMAU9054574,40HQ,3800,HBCT,부산,내항,2025-06-01,2025-06-04,42000,내부 청결 양호
YMLU1817907,40HQ,4000,E1CT,인천,내항,2025-06-04,2025-06-08,47000,사전 연락 필수
HMMU7553308,40HQ,3800,IFT,인천,내항,2025-06-12,2025-06-17,40000,직거래 우선 선호
EMCU1361766,20FT,2200,E1CT,인천,내항,2025-06-12,2025-06-17,45000,직거래 우선 선호
OOLU5836483,40FT,3600,BPTG,부산,내항,2025-06-10,2025-06-14,45000,내부 청결 양호
FSCU6003603,40FT,3700,PNIT,부산,외항,2025-06-01,,0,가격 문의 필요
MSCU3404418,40FT,4000,E1CT,인천,내항,2025-06-08,2025-06-13,45000,사전 연락 필수
MAEU8013740,40FT,3600,BNCT,부산,외항,2025-06-24,,0,가격 문의 필요
HMMU1990355,40HQ,3800,PNC,부산,외항,2025-06-04,,0,가격 문의 필요
CMAU2208211,20FT,2300,IGCT,군산,내항,2025-06-22,2025-06-26,42000,1회 사용 신품급
TCLU7624862,40HQ,4200,HJIT,인천,외항,2025-06-26,,0,가격 문의 필요
FSCU6199691,20FT,2200,HJIT,인천,외항,2025-06-30,,0,가격 문의 필요
MAEU3185058,20FT,2200,HBCT,부산,내항,2025-06-06,2025-06-10,40000,내부 청결 양호
EMCU9301514,40HQ,4000,BCT,부산,외항,2025-06-05,,0,가격 문의 필요
OOLU6490205,20FT,2100,BNCT,부산,외항,2025-06-22,,0,가격 문의 필요
ONEU3197152,40FT,3600,E1CT,인천,내항,2025-06-30,2025-07-04,42000,1회 사용 신품급
HMMU3394279,20FT,2400,IFT,인천,내항,2025-06-30,2025-07-03,47000,문짝 휘어짐 있음
OOLU2367362,40FT,3900,UNCT,울산,내항,2025-06-28,2025-07-02,42000,주말 픽업 가능
EMCU8225135,40HQ,3800,IFT,인천,내항,2025-06-05,2025-06-10,40000,도장 벗겨짐 있음
MSCU8731925,20FT,2200,BNCT,부산,외항,2025-06-25,,0,가격 문의 필요
EMCU5418870,40FT,3600,PNC,부산,외항,2025-06-06,,0,가격 문의 필요
EMCU9566128,40HQ,3800,TOC,부산,내항,2025-06-17,2025-06-22,47000,내부 청결 양호
TCLU5346071,40HQ,4000,BCT,부산,외항,2025-06-26,,0,가격 문의 필요
TRIU4534676,40HQ,3900,HJIT,인천,외항,2025-06-01,,0,가격 문의 필요
MAEU5087730,40FT,3800,PNCT,평택,내항,2025-06-03,2025-06-08,45000,약한 스크래치 있음
FSCU2270657,40HQ,4000,JUCT,울산,내항,2025-06-05,2025-06-08,47000,약한 스크래치 있음
MAEU6140247,20FT,2500,IGCT,군산,내항,2025-06-29,2025-07-02,50000,내부 청결 양호
TRIU8879354,20FT,2100,ICT,인천,내항,2025-06-06,2025-06-11,47000,문짝 휘어짐 있음
TCLU3096679,40HQ,4200,PNCT,평택,내항,2025-06-06,2025-06-10,42000,1회 사용 신품급
MSCU1362737,40FT,3800,SNCT,인천,외항,2025-06-06,,0,가격 문의 필요
MAEU7109498,40HQ,4200,E1CT,인천,내항,2025-06-22,2025-06-26,42000,약한 스크래치 있음
MAEU3137367,40FT,4000,IGCT,군산,내항,2025-06-29,2025-07-03,40000,도장 벗겨짐 있음
HMMU9442859,20FT,2400,JUCT,울산,내항,2025-06-03,2025-06-08,42000,주말 픽업 가능
TRIU3117230,20FT,2500,JUCT,울산,내항,2025-06-25,2025-06-30,47000,직거래 우선 선호
YMLU8750687,40HQ,3800,IFT,인천,내항,2025-06-30,2025-07-03,42000,약한 스크래치 있음
MSCU2101560,40FT,3700,DGT,부산,외항,2025-06-24,,0,가격 문의 필요
EMCU2892011,40FT,3700,HBCT,부산,내항,2025-06-21,2025-06-25,47000,문짝 휘어짐 있음
OOLU3080051,40FT,3700,PNCT,평택,내항,2025-06-20,2025-06-25,47000,문짝 휘어짐 있음
ONEU1982208,40FT,4000,BPTS,부산,내항,2025-06-23,2025-06-28,47000,직거래 우선 선호
EMCU1334580,40FT,3700,IGCT,군산,내항,2025-06-22,2025-06-26,42000,약한 스크래치 있음
OOLU2080926,20FT,2200,UNCT,울산,내항,2025-06-17,2025-06-22,50000,내부 청결 양호
MSCU8445956,20FT,2500,UNCT,울산,내항,2025-06-12,2025-06-16,50000,1회 사용 신품급
OOLU4091100,40HQ,3800,HBCT,부산,내항,2025-06-27,2025-06-30,50000,도장 벗겨짐 있음
ONEU3819029,40FT,3600,PNC,부산,외항,2025-06-02,,0,가격 문의 필요
TRIU7851804,40FT,3800,DGT,부산,외항,2025-06-16,,0,가격 문의 필요
HMMU3789529,40FT,3600,BPTG,부산,내항,2025-06-23,2025-06-28,47000,주말 픽업 가능
MAEU5070483,20FT,2400,SNCT,인천,외항,2025-06-03,,0,가격 문의 필요
CMAU8227360,40HQ,3900,UNCT,울산,내항,2025-06-06,2025-06-10,47000,사전 연락 필수
YMLU1700034,40FT,3600,SNCT,인천,외항,2025-06-12,,0,가격 문의 필요
CMAU2393239,40FT,3700,HBCT,부산,내항,2025-06-27,2025-07-01,45000,내부 청결 양호
TCLU7840335,40FT,4000,SNCT,인천,외항,2025-06-11,,0,가격 문의 필요
MAEU6909209,20FT,2200,PCTC,평택,내항,2025-06-05,2025-06-09,50000,직거래 우선 선호
ONEU4133972,40FT,3800,TOC,부산,내항,2025-06-19,2025-06-23,40000,사전 연락 필수
OOLU1785693,40HQ,4100,BCT,부산,외항,2025-06-01,,0,가격 문의 필요
ONEU8101834,20FT,2400,UNCT,울산,내항,2025-06-17,2025-06-22,47000,사전 연락 필수
CMAU4015370,40FT,3900,HJIT,인천,외항,2025-06-20,,0,가격 문의 필요
OOLU2604910,20FT,2100,HBCT,부산,내항,2025-06-12,2025-06-16,50000,도장 벗겨짐 있음
FSCU1098492,40FT,3800,E1CT,인천,내항,2025-06-30,2025-07-05,50000,도장 벗겨짐 있음
OOLU8485827,40FT,4000,PCTC,평택,내항,2025-06-05,2025-06-10,50000,직거래 우선 선호
ONEU3834233,40FT,3900,E1CT,인천,내항,2025-06-10,2025-06-14,45000,문짝 휘어짐 있음
OOLU8277695,40FT,3900,TOC,부산,내항,2025-06-07,2025-06-12,50000,직거래 우선 선호
YMLU9578519,40HQ,4000,PNC,부산,외항,2025-06-20,,0,가격 문의 필요
FSCU5378840,40FT,3600,PNCT,평택,내항,2025-06-06,2025-06-11,42000,주말 픽업 가능
YMLU2761952,20FT,2400,GWCT,광양,내항,2025-06-14,2025-06-19,45000,내부 청결 양호
YMLU8661504,20FT,2400,PNCT,평택,내항,2025-06-06,2025-06-10,45000,사전 연락 필수
TRIU6434895,40HQ,4000,UNCT,울산,내항,2025-06-29,2025-07-04,45000,도장 벗겨짐 있음
TRIU9447699,40HQ,4000,PNIT,부산,외항,2025-06-09,,0,가격 문의 필요
MAEU5941074,40FT,4000,HJIT,인천,외항,2025-06-03,,0,가격 문의 필요
ONEU3087414,40HQ,3900,PNC,부산,외항,2025-06-03,,0,가격 문의 필요
CMAU4515499,40HQ,3800,PNC,부산,외항,2025-06-11,,0,가격 문의 필요
OOLU8125111,20FT,2100,ICT,인천,내항,2025-06-12,2025-06-17,50000,내부 청결 양호
MSCU3224381,40HQ,3800,GWCT,광양,내항,2025-06-24,2025-06-27,50000,1회 사용 신품급
ONEU7740696,20FT,2100,BPTG,부산,내항,2025-06-03,2025-06-06,42000,주말 픽업 가능
OOLU8814651,40HQ,3800,BPTS,부산,내항,2025-06-24,2025-06-27,42000,사전 연락 필수
EMCU9358796,20FT,2500,JUCT,울산,내항,2025-06-11,2025-06-14,42000,1회 사용 신품급
TCLU1847791,40FT,4000,JUCT,울산,내항,2025-06-15,2025-06-19,42000,사전 연락 필수
MSCU6133860,20FT,2500,HJIT,인천,외항,2025-06-27,,0,가격 문의 필요
FSCU7401304,40FT,3600,IFT,인천,내항,2025-06-01,2025-06-05,47000,1회 사용 신품급
HMMU5777813,40HQ,4000,KIT,광양,내항,2025-06-23,2025-06-27,47000,문짝 휘어짐 있음
YMLU7245096,40FT,3900,PNCT,평택,내항,2025-06-26,2025-06-30,50000,내부 청결 양호
YMLU5421429,40FT,3800,DGT,부산,외항,2025-06-17,,0,가격 문의 필요
OOLU5763491,40HQ,3900,HJIT,인천,외항,2025-06-18,,0,가격 문의 필요
YMLU6870750,40FT,4000,PCTC,평택,내항,2025-06-23,2025-06-26,50000,1회 사용 신품급
TRIU9073249,40FT,4000,ICT,인천,내항,2025-06-11,2025-06-15,50000,직거래 우선 선호
FSCU6767608,20FT,2100,TOC,부산,내항,2025-06-11,2025-06-15,40000,주말 픽업 가능
ONEU2806456,40HQ,3800,JUCT,울산,내항,2025-06-14,2025-06-17,50000,사전 연락 필수
TCLU2786879,40HQ,4000,IGCT,군산,내항,2025-06-04,2025-06-08,50000,도장 벗겨짐 있음
MAEU9167403,40FT,3900,GWCT,광양,내항,2025-06-15,2025-06-18,40000,문짝 휘어짐 있음
TCLU6522057,20FT,2200,HBCT,부산,내항,2025-06-28,2025-07-03,40000,주말 픽업 가능
YMLU7807422,20FT,2100,PNCT,평택,내항,2025-06-15,2025-06-20,50000,약한 스크래치 있음
CMAU4061023,40FT,3900,DGT,부산,외항,2025-06-07,,0,가격 문의 필요
ONEU3392295,40FT,3700,DGT,부산,외항,2025-06-19,,0,가격 문의 필요
TCLU5402555,40FT,3900,PNCT,평택,내항,2025-06-27,2025-07-02,42000,도장 벗겨짐 있음
FSCU8901697,40FT,4000,KIT,광양,내항,2025-06-07,2025-06-12,42000,약한 스크래치 있음
EMCU1876448,20FT,2100,JUCT,울산,내항,2025-06-02,2025-06-05,42000,1회 사용 신품급
MAEU5022218,20FT,2500,HBCT,부산,내항,2025-06-25,2025-06-29,50000,주말 픽업 가능
MSCU3204855,40HQ,4100,PCTC,평택,내항,2025-06-12,2025-06-16,50000,내부 청결 양호
TRIU1718860,40FT,3600,KIT,광양,내항,2025-06-18,2025-06-23,50000,1회 사용 신품급
HMMU5921250,20FT,2200,BPTS,부산,내항,2025-06-23,2025-06-26,45000,주말 픽업 가능
MSCU9827776,40FT,3700,E1CT,인천,내항,2025-06-18,2025-06-22,50000,도장 벗겨짐 있음
TCLU3800466,40HQ,3900,HBCT,부산,내항,2025-06-21,2025-06-25,42000,약한 스크래치 있음
MSCU4868749,20FT,2200,BPTS,부산,내항,2025-06-04,2025-06-07,42000,사전 연락 필수
OOLU3388322,40HQ,4200,GWCT,광양,내항,2025-06-24,2025-06-29,40000,도장 벗겨짐 있음
YMLU2084329,20FT,2100,UNCT,울산,내항,2025-06-22,2025-06-27,45000,도장 벗겨짐 있음
HMMU9436962,40FT,3800,IFT,인천,내항,2025-06-03,2025-06-06,47000,내부 청결 양호
HMMU9683635,20FT,2200,SNCT,인천,외항,2025-06-12,,0,가격 문의 필요
CMAU8200267,20FT,2500,PCTC,평택,내항,2025-06-14,2025-06-18,47000,1회 사용 신품급
TRIU2215752,40HQ,4200,ICT,인천,내항,2025-06-11,2025-06-14,50000,사전 연락 필수
FSCU2085574,40FT,3700,HBCT,부산,내항,2025-06-23,2025-06-26,40000,사전 연락 필수
CMAU4708853,40HQ,4000,PNCT,평택,내항,2025-06-05,2025-06-08,50000,1회 사용 신품급
TRIU5553403,40FT,3600,PNC,부산,외항,2025-06-17,,0,가격 문의 필요
CMAU5175465,40FT,3600,BPTG,부산,내항,2025-06-26,2025-06-29,40000,도장 벗겨짐 있음
ONEU4307851,40FT,3900,BPTS,부산,내항,2025-06-01,2025-06-05,50000,문짝 휘어짐 있음
TRIU2761985,20FT,2500,KIT,광양,내항,2025-06-19,2025-06-24,42000,내부 청결 양호
ONEU4114969,40HQ,3800,PCTC,평택,내항,2025-06-29,2025-07-04,40000,1회 사용 신품급
TRIU3882992,40HQ,3800,KIT,광양,내항,2025-06-18,2025-06-23,50000,약한 스크래치 있음
TCLU7373109,40HQ,4200,TOC,부산,내항,2025-06-25,2025-06-30,42000,직거래 우선 선호
YMLU8347434,40FT,3900,KIT,광양,내항,2025-06-15,2025-06-19,40000,문짝 휘어짐 있음
FSCU9984323,40FT,3900,E1CT,인천,내항,2025-06-03,2025-06-07,50000,직거래 우선 선호
FSCU5746145,20FT,2500,UNCT,울산,내항,2025-06-16,2025-06-20,40000,직거래 우선 선호
