Container Number,Size,Tare (kg),Terminal,Region,Type,Available From,Available To,Price (KRW),Remarks
MAEU4888201,20FT,2200,IGCT,군산,내항,2025-06-06,2025-06-09,42000,전화 요망
OOLU9955693,20FT,2200,IGCT,군산,내항,2025-06-24,2025-06-27,50000,확정 이후 연락
EMCU1889706,20FT,2400,JUCT,울산,내항,2025-06-10,2025-06-15,42000,야간 불가
CMAU2749923,40HQ,4100,HJIT,인천,외항,2025-06-09,,0,가격 문의 필요
YMLU2844101,40FT,3600,JUCT,울산,내항,2025-06-06,2025-06-09,42000,확정 이후 연락
TCLU8232493,20FT,2400,DGT,부산,외항,2025-06-28,,0,가격 문의 필요
ONEU8632456,40FT,3900,BPTG,부산,내항,2025-06-25,2025-06-29,50000,확정 이후 연락
YMLU8534291,20FT,2200,TOC,부산,내항,2025-06-02,2025-06-05,50000,확정 이후 연락
EMCU8597295,40FT,3800,IGCT,군산,내항,2025-06-23,2025-06-27,45000,야간 불가
EMCU5376337,20FT,2300,PNIT,부산,외항,2025-06-27,,0,가격 문의 필요
YMLU3338558,20FT,2300,ICT,인천,내항,2025-06-07,2025-06-10,50000,전화 요망
MSCU5018170,40HQ,3900,BPTS,부산,내항,2025-06-06,2025-06-10,45000,확정 이후 연락
YMLU4551334,20FT,2100,PNIT,부산,외항,2025-06-20,,0,가격 문의 필요
ONEU2294329,20FT,2200,ICT,인천,내항,2025-06-08,2025-06-13,50000,빠른 픽업 가능
EMCU4671248,40FT,4000,E1CT,인천,내항,2025-06-28,2025-07-01,42000,전화 요망
FSCU3019251,40FT,4000,ICT,인천,내항,2025-06-11,2025-06-14,50000,확정 이후 연락
EMCU1518253,40FT,3900,HJIT,인천,외항,2025-06-01,,0,가격 문의 필요
ONEU7983685,40FT,3700,HJIT,인천,외항,2025-06-24,,0,가격 문의 필요
FSCU9962718,20FT,2100,TOC,부산,내항,2025-06-11,2025-06-15,45000,야간 불가
YMLU8551652,20FT,2300,HJIT,인천,외항,2025-06-13,,0,가격 문의 필요
FSCU9014271,40HQ,3900,PNCT,평택,내항,2025-06-27,2025-06-30,42000,전화 요망
ONEU5708866,40HQ,3800,GWCT,광양,내항,2025-06-01,2025-06-06,45000,야간 불가
TRIU5106745,40HQ,4000,BPTS,부산,내항,2025-06-03,2025-06-07,42000,확정 이후 연락
ONEU6455145,40HQ,4000,PCTC,평택,내항,2025-06-13,2025-06-18,40000,야간 불가
ONEU8382829,40FT,3700,IFT,인천,내항,2025-06-04,2025-06-08,42000,전화 요망
HMMU5083349,40HQ,4100,BPTG,부산,내항,2025-06-04,2025-06-08,45000,빠른 픽업 가능
HMMU1828563,20FT,2200,BCT,부산,외항,2025-06-23,,0,가격 문의 필요
TCLU5585050,40FT,3800,GWCT,광양,내항,2025-06-25,2025-06-30,45000,전화 요망
OOLU2031176,20FT,2100,KIT,광양,내항,2025-06-30,2025-07-04,50000,야간 불가
OOLU9396070,20FT,2300,E1CT,인천,내항,2025-06-20,2025-06-23,40000,야간 불가
ONEU5646669,20FT,2300,BNCT,부산,외항,2025-06-25,,0,가격 문의 필요
EMCU9417181,40FT,3900,PNIT,부산,외항,2025-06-23,,0,가격 문의 필요
HMMU3682437,20FT,2500,SNCT,인천,외항,2025-06-25,,0,가격 문의 필요
MAEU1536315,20FT,2400,JUCT,울산,내항,2025-06-04,2025-06-07,47000,야간 불가
MAEU9397181,40HQ,4000,ICT,인천,내항,2025-06-01,2025-06-06,50000,야간 불가
EMCU8758561,20FT,2500,HBCT,부산,내항,2025-06-28,2025-07-01,50000,확정 이후 연락
FSCU9058842,40FT,3800,IGCT,군산,내항,2025-06-27,2025-07-01,45000,빠른 픽업 가능
YMLU7470485,40FT,3700,IGCT,군산,내항,2025-06-03,2025-06-07,42000,빠른 픽업 가능
FSCU2958669,40HQ,3900,DGT,부산,외항,2025-06-30,,0,가격 문의 필요
EMCU3465658,40FT,4000,IGCT,군산,내항,2025-06-25,2025-06-30,45000,빠른 픽업 가능
MSCU5871529,40HQ,4100,BNCT,부산,외항,2025-06-30,,0,가격 문의 필요
CMAU8066955,40HQ,4000,PCTC,평택,내항,2025-06-18,2025-06-21,42000,전화 요망
TCLU5959012,20FT,2100,JUCT,울산,내항,2025-06-10,2025-06-15,47000,전화 요망
EMCU9844745,40FT,4000,ICT,인천,내항,2025-06-08,2025-06-12,42000,야간 불가
TRIU9401839,40HQ,4100,PNCT,평택,내항,2025-06-25,2025-06-30,50000,야간 불가
OOLU6368503,20FT,2100,BNCT,부산,외항,2025-06-11,,0,가격 문의 필요
TCLU4870678,20FT,2100,E1CT,인천,내항,2025-06-08,2025-06-13,50000,빠른 픽업 가능
EMCU3981407,20FT,2400,UNCT,울산,내항,2025-06-11,2025-06-14,47000,빠른 픽업 가능
HMMU6689912,40HQ,4200,E1CT,인천,내항,2025-06-08,2025-06-13,50000,전화 요망
CMAU4528716,20FT,2400,TOC,부산,내항,2025-06-27,2025-07-01,42000,전화 요망
YMLU2095766,40FT,4000,PNC,부산,외항,2025-06-11,,0,가격 문의 필요
CMAU5261358,20FT,2100,BPTS,부산,내항,2025-06-28,2025-07-01,50000,전화 요망
EMCU4006058,40HQ,4000,E1CT,인천,내항,2025-06-01,2025-06-04,50000,빠른 픽업 가능
FSCU3882584,40HQ,3900,GWCT,광양,내항,2025-06-08,2025-06-12,50000,확정 이후 연락
MSCU9383783,40FT,4000,HJIT,인천,외항,2025-06-13,,0,가격 문의 필요
ONEU3195460,20FT,2300,PNIT,부산,외항,2025-06-26,,0,가격 문의 필요
TCLU3877260,40HQ,4200,PNCT,평택,내항,2025-06-16,2025-06-20,40000,확정 이후 연락
EMCU2346986,40FT,3800,PNC,부산,외항,2025-06-19,,0,가격 문의 필요
MSCU2962436,40FT,4000,IFT,인천,내항,2025-06-14,2025-06-18,45000,야간 불가
EMCU4401144,40HQ,3800,ICT,인천,내항,2025-06-25,2025-06-30,47000,빠른 픽업 가능
MAEU1041330,40HQ,3800,UNCT,울산,내항,2025-06-27,2025-07-01,50000,야간 불가
CMAU2294788,40FT,3600,TOC,부산,내항,2025-06-18,2025-06-22,45000,야간 불가
MAEU3652381,40HQ,4100,BNCT,부산,외항,2025-06-21,,0,가격 문의 필요
HMMU9787539,20FT,2100,KIT,광양,내항,2025-06-06,2025-06-10,45000,확정 이후 연락
TCLU6909353,40HQ,4200,PNIT,부산,외항,2025-06-16,,0,가격 문의 필요
OOLU1141303,40HQ,4100,PNCT,평택,내항,2025-06-26,2025-06-29,45000,전화 요망
ONEU3269965,20FT,2200,UNCT,울산,내항,2025-06-18,2025-06-23,45000,야간 불가
TCLU2804479,20FT,2200,IFT,인천,내항,2025-06-12,2025-06-17,50000,빠른 픽업 가능
ONEU7754497,40FT,3900,PNC,부산,외항,2025-06-27,,0,가격 문의 필요
FSCU9834300,40FT,3800,IGCT,군산,내항,2025-06-09,2025-06-13,40000,확정 이후 연락
MSCU9712758,20FT,2400,JUCT,울산,내항,2025-06-17,2025-06-21,50000,전화 요망
OOLU6851090,40FT,3600,SNCT,인천,외항,2025-06-17,,0,가격 문의 필요
HMMU5296304,40HQ,4000,JUCT,울산,내항,2025-06-22,2025-06-27,50000,빠른 픽업 가능
EMCU5684257,20FT,2100,PNCT,평택,내항,2025-06-27,2025-07-02,45000,빠른 픽업 가능
OOLU3311543,40FT,3900,JUCT,울산,내항,2025-06-27,2025-07-01,47000,야간 불가
EMCU3678621,20FT,2200,SNCT,인천,외항,2025-06-22,,0,가격 문의 필요
TCLU6466417,20FT,2400,BPTG,부산,내항,2025-06-16,2025-06-20,50000,확정 이후 연락
CMAU1137625,20FT,2300,PNC,부산,외항,2025-06-24,,0,가격 문의 필요
MSCU1138096,40FT,3800,IFT,인천,내항,2025-06-05,2025-06-09,42000,확정 이후 연락
YMLU5591222,40HQ,4100,SNCT,인천,외항,2025-06-27,,0,가격 문의 필요
FSCU1078643,20FT,2200,BCT,부산,외항,2025-06-23,,0,가격 문의 필요
EMCU3419796,40FT,3700,HJIT,인천,외항,2025-06-26,,0,가격 문의 필요
TRIU1284572,20FT,2200,UNCT,울산,내항,2025-06-13,2025-06-18,40000,전화 요망
MAEU2909763,40FT,4000,GWCT,광양,내항,2025-06-04,2025-06-08,40000,확정 이후 연락
TRIU9213985,40HQ,4100,PCTC,평택,내항,2025-06-19,2025-06-23,45000,빠른 픽업 가능
MSCU8739133,40FT,3600,ICT,인천,내항,2025-06-30,2025-07-04,42000,빠른 픽업 가능
MSCU2570255,40FT,3800,HJIT,인천,외항,2025-06-07,,0,가격 문의 필요
HMMU5829922,40FT,3900,PNCT,평택,내항,2025-06-13,2025-06-18,45000,빠른 픽업 가능
OOLU2093638,40FT,4000,DGT,부산,외항,2025-06-17,,0,가격 문의 필요
TRIU9451266,20FT,2300,GWCT,광양,내항,2025-06-10,2025-06-15,50000,전화 요망
ONEU4681652,20FT,2300,BPTS,부산,내항,2025-06-30,2025-07-05,40000,확정 이후 연락
ONEU5048342,40FT,4000,DGT,부산,외항,2025-06-21,,0,가격 문의 필요
HMMU4411363,20FT,2200,HBCT,부산,내항,2025-06-01,2025-06-06,47000,야간 불가
FSCU6871657,40FT,3900,HJIT,인천,외항,2025-06-06,,0,가격 문의 필요
TCLU3838984,20FT,2100,E1CT,인천,내항,2025-06-10,2025-06-13,40000,확정 이후 연락
TCLU7472327,20FT,2300,PNIT,부산,외항,2025-06-21,,0,가격 문의 필요
CMAU8077475,20FT,2400,PCTC,평택,내항,2025-06-05,2025-06-10,45000,빠른 픽업 가능
CMAU9604641,20FT,2400,HBCT,부산,내항,2025-06-24,2025-06-29,50000,전화 요망
TRIU4378902,20FT,2200,IGCT,군산,내항,2025-06-27,2025-07-02,40000,전화 요망
ONEU1409003,40FT,3800,BNCT,부산,외항,2025-06-24,,0,가격 문의 필요
TRIU8571303,40HQ,3800,ICT,인천,내항,2025-06-09,2025-06-13,45000,전화 요망
ONEU9768115,40FT,3800,IFT,인천,내항,2025-06-17,2025-06-21,42000,확정 이후 연락
MSCU2669562,40HQ,4200,IFT,인천,내항,2025-06-24,2025-06-27,50000,야간 불가
TRIU4411177,40HQ,3800,KIT,광양,내항,2025-06-27,2025-07-02,42000,확정 이후 연락
YMLU5044559,40FT,3600,ICT,인천,내항,2025-06-29,2025-07-03,47000,빠른 픽업 가능
EMCU7750468,40HQ,4100,HJIT,인천,외항,2025-06-20,,0,가격 문의 필요
TCLU6101576,40HQ,3800,DGT,부산,외항,2025-06-24,,0,가격 문의 필요
MAEU2006922,40FT,3800,PNC,부산,외항,2025-06-25,,0,가격 문의 필요
YMLU7820792,20FT,2500,HBCT,부산,내항,2025-06-12,2025-06-15,40000,전화 요망
MSCU4255173,40HQ,4000,IFT,인천,내항,2025-06-12,2025-06-15,45000,확정 이후 연락
CMAU6847983,40HQ,4000,KIT,광양,내항,2025-06-19,2025-06-22,42000,야간 불가
TCLU9090619,40FT,4000,IGCT,군산,내항,2025-06-11,2025-06-16,47000,야간 불가
ONEU4162130,20FT,2500,BPTG,부산,내항,2025-06-02,2025-06-06,45000,야간 불가
OOLU8366629,20FT,2100,PNCT,평택,내항,2025-06-30,2025-07-04,47000,전화 요망
EMCU1185456,20FT,2500,IGCT,군산,내항,2025-06-09,2025-06-13,40000,확정 이후 연락
OOLU4115699,20FT,2500,PCTC,평택,내항,2025-06-21,2025-06-25,42000,야간 불가
OOLU3178581,40HQ,4100,SNCT,인천,외항,2025-06-12,,0,가격 문의 필요
YMLU9908602,40HQ,4000,BNCT,부산,외항,2025-06-15,,0,가격 문의 필요
OOLU7730388,20FT,2300,JUCT,울산,내항,2025-06-27,2025-06-30,47000,전화 요망
YMLU1517768,40FT,3600,JUCT,울산,내항,2025-06-04,2025-06-07,45000,빠른 픽업 가능
FSCU2401704,20FT,2300,DGT,부산,외항,2025-06-22,,0,가격 문의 필요
HMMU6266071,40FT,3800,KIT,광양,내항,2025-06-01,2025-06-04,40000,빠른 픽업 가능
FSCU6717097,40FT,4000,TOC,부산,내항,2025-06-29,2025-07-03,42000,전화 요망
YMLU6126405,40HQ,3900,IGCT,군산,내항,2025-06-19,2025-06-23,45000,확정 이후 연락
TRIU1724713,20FT,2100,IGCT,군산,내항,2025-06-05,2025-06-09,47000,야간 불가
ONEU6108500,40HQ,3800,TOC,부산,내항,2025-06-10,2025-06-15,47000,야간 불가
FSCU2889267,40FT,3800,BPTS,부산,내항,2025-06-30,2025-07-05,42000,확정 이후 연락
ONEU7382803,40HQ,4200,KIT,광양,내항,2025-06-12,2025-06-17,40000,빠른 픽업 가능
EMCU2359053,20FT,2200,KIT,광양,내항,2025-06-06,2025-06-11,45000,확정 이후 연락
YMLU7239187,40FT,3700,KIT,광양,내항,2025-06-10,2025-06-13,50000,전화 요망
YMLU9441515,40FT,4000,ICT,인천,내항,2025-06-21,2025-06-25,50000,야간 불가
ONEU6529884,40HQ,4100,PCTC,평택,내항,2025-06-17,2025-06-21,40000,빠른 픽업 가능
OOLU8353638,20FT,2400,SNCT,인천,외항,2025-06-14,,0,가격 문의 필요
MAEU5741691,40HQ,3900,PCTC,평택,내항,2025-06-09,2025-06-14,50000,전화 요망
HMMU9520254,40FT,3900,DGT,부산,외항,2025-06-13,,0,가격 문의 필요
YMLU9184222,40HQ,4200,SNCT,인천,외항,2025-06-26,,0,가격 문의 필요
TRIU3037784,20FT,2500,PNCT,평택,내항,2025-06-03,2025-06-06,47000,확정 이후 연락
HMMU3277623,40HQ,3800,UNCT,울산,내항,2025-06-15,2025-06-18,45000,빠른 픽업 가능
CMAU1816279,40HQ,3800,BPTG,부산,내항,2025-06-30,2025-07-04,42000,야간 불가
YMLU4426146,40FT,4000,HJIT,인천,외항,2025-06-09,,0,가격 문의 필요
HMMU8758213,40FT,3700,PNIT,부산,외항,2025-06-25,,0,가격 문의 필요
CMAU4385287,20FT,2200,JUCT,울산,내항,2025-06-21,2025-06-26,47000,확정 이후 연락
CMAU1105468,20FT,2500,E1CT,인천,내항,2025-06-18,2025-06-22,45000,전화 요망
MSCU7320495,20FT,2500,BNCT,부산,외항,2025-06-04,,0,가격 문의 필요
ONEU3160395,40FT,3600,KIT,광양,내항,2025-06-09,2025-06-13,50000,빠른 픽업 가능
MAEU2539926,20FT,2100,BPTG,부산,내항,2025-06-13,2025-06-18,50000,야간 불가
OOLU6701890,20FT,2200,PCTC,평택,내항,2025-06-28,2025-07-02,47000,빠른 픽업 가능
ONEU3982040,40HQ,4200,BNCT,부산,외항,2025-06-23,,0,가격 문의 필요
YMLU3166406,40HQ,4100,IGCT,군산,내항,2025-06-25,2025-06-28,50000,야간 불가
EMCU2112591,20FT,2200,TOC,부산,내항,2025-06-17,2025-06-20,40000,야간 불가
HMMU5162511,40FT,3700,HJIT,인천,외항,2025-06-21,,0,가격 문의 필요
TCLU6475491,20FT,2400,JUCT,울산,내항,2025-06-15,2025-06-19,45000,야간 불가
MSCU9297589,40HQ,4100,UNCT,울산,내항,2025-06-30,2025-07-04,42000,전화 요망
EMCU6998146,40FT,4000,HBCT,부산,내항,2025-06-13,2025-06-17,47000,전화 요망
EMCU9829915,20FT,2100,PNIT,부산,외항,2025-06-21,,0,가격 문의 필요
MAEU2769437,20FT,2500,BPTG,부산,내항,2025-06-26,2025-07-01,40000,전화 요망
MAEU9594650,20FT,2500,TOC,부산,내항,2025-06-02,2025-06-07,42000,확정 이후 연락
TRIU6279718,20FT,2100,KIT,광양,내항,2025-06-10,2025-06-14,40000,전화 요망
ONEU6680942,20FT,2300,IGCT,군산,내항,2025-06-29,2025-07-02,47000,전화 요망
HMMU3788133,40FT,3700,BNCT,부산,외항,2025-06-12,,0,가격 문의 필요
ONEU1374242,40HQ,4200,TOC,부산,내항,2025-06-17,2025-06-22,50000,야간 불가
MAEU3879703,20FT,2500,PNIT,부산,외항,2025-06-15,,0,가격 문의 필요
CMAU5731845,40FT,3600,HBCT,부산,내항,2025-06-22,2025-06-25,47000,야간 불가
HMMU5053575,40FT,4000,HJIT,인천,외항,2025-06-14,,0,가격 문의 필요
TRIU8008484,20FT,2400,BPTG,부산,내항,2025-06-26,2025-07-01,40000,확정 이후 연락
ONEU8037080,20FT,2400,TOC,부산,내항,2025-06-22,2025-06-26,40000,전화 요망
MAEU7276331,40FT,3600,JUCT,울산,내항,2025-06-03,2025-06-06,47000,전화 요망
MSCU6764792,40FT,3700,SNCT,인천,외항,2025-06-29,,0,가격 문의 필요
FSCU7346991,40FT,4000,PCTC,평택,내항,2025-06-23,2025-06-27,47000,빠른 픽업 가능
MSCU4184265,20FT,2500,HBCT,부산,내항,2025-06-04,2025-06-07,50000,빠른 픽업 가능
ONEU6669251,40HQ,4200,E1CT,인천,내항,2025-06-19,2025-06-22,40000,확정 이후 연락
FSCU2757709,20FT,2400,IFT,인천,내항,2025-06-17,2025-06-21,45000,확정 이후 연락
ONEU2785034,20FT,2100,BNCT,부산,외항,2025-06-14,,0,가격 문의 필요
CMAU2158085,40FT,3600,BNCT,부산,외항,2025-06-29,,0,가격 문의 필요
TCLU8454062,20FT,2300,DGT,부산,외항,2025-06-24,,0,가격 문의 필요
EMCU1367590,20FT,2400,PNC,부산,외항,2025-06-29,,0,가격 문의 필요
OOLU5158187,20FT,2500,PCTC,평택,내항,2025-06-01,2025-06-04,42000,확정 이후 연락
HMMU7662119,20FT,2100,HJIT,인천,외항,2025-06-10,,0,가격 문의 필요
CMAU2162911,20FT,2200,BPTG,부산,내항,2025-06-09,2025-06-12,40000,야간 불가
MSCU6683872,20FT,2300,E1CT,인천,내항,2025-06-05,2025-06-09,45000,전화 요망
FSCU3912429,20FT,2500,JUCT,울산,내항,2025-06-15,2025-06-18,45000,전화 요망
HMMU5922433,40FT,3700,E1CT,인천,내항,2025-06-12,2025-06-15,40000,확정 이후 연락
YMLU1246159,20FT,2200,UNCT,울산,내항,2025-06-11,2025-06-16,40000,전화 요망
YMLU1697724,20FT,2500,JUCT,울산,내항,2025-06-10,2025-06-15,42000,전화 요망
EMCU9000861,20FT,2300,BPTS,부산,내항,2025-06-21,2025-06-26,40000,전화 요망
MAEU3417359,40FT,3600,IGCT,군산,내항,2025-06-21,2025-06-26,40000,빠른 픽업 가능
HMMU9735411,20FT,2300,HJIT,인천,외항,2025-06-11,,0,가격 문의 필요
TRIU9713688,40FT,3900,GWCT,광양,내항,2025-06-30,2025-07-04,50000,확정 이후 연락
TRIU6097935,40HQ,4100,IGCT,군산,내항,2025-06-05,2025-06-10,45000,야간 불가
TCLU8632895,40HQ,4200,ICT,인천,내항,2025-06-02,2025-06-05,50000,전화 요망
MAEU1044952,20FT,2400,ICT,인천,내항,2025-06-29,2025-07-04,50000,확정 이후 연락
EMCU8455199,40HQ,4100,E1CT,인천,내항,2025-06-19,2025-06-23,42000,야간 불가
MAEU6197000,40HQ,4200,TOC,부산,내항,2025-06-26,2025-06-29,42000,야간 불가
ONEU9743901,40FT,3700,BNCT,부산,외항,2025-06-01,,0,가격 문의 필요
TRIU7557973,20FT,2400,JUCT,울산,내항,2025-06-10,2025-06-14,42000,빠른 픽업 가능
TRIU8742880,40HQ,3800,HJIT,인천,외항,2025-06-03,,0,가격 문의 필요
MSCU8194618,20FT,2100,PNC,부산,외항,2025-06-30,,0,가격 문의 필요
HMMU1749948,20FT,2100,IFT,인천,내항,2025-06-13,2025-06-18,42000,야간 불가
FSCU1713927,20FT,2100,PCTC,평택,내항,2025-06-11,2025-06-16,47000,전화 요망
TCLU2890134,20FT,2300,HJIT,인천,외항,2025-06-07,,0,가격 문의 필요
EMCU7290163,20FT,2200,PCTC,평택,내항,2025-06-06,2025-06-09,47000,확정 이후 연락
MAEU6578805,20FT,2200,PNIT,부산,외항,2025-06-28,,0,가격 문의 필요
EMCU6122184,20FT,2500,SNCT,인천,외항,2025-06-14,,0,가격 문의 필요
TRIU2924855,20FT,2400,BNCT,부산,외항,2025-06-21,,0,가격 문의 필요
CMAU5458694,40FT,3800,DGT,부산,외항,2025-06-01,,0,가격 문의 필요
ONEU7257600,40FT,3900,JUCT,울산,내항,2025-06-25,2025-06-28,50000,야간 불가
CMAU5089876,20FT,2300,BPTS,부산,내항,2025-06-02,2025-06-05,47000,빠른 픽업 가능
OOLU4731889,40FT,3600,E1CT,인천,내항,2025-06-25,2025-06-28,40000,빠른 픽업 가능
OOLU4330571,20FT,2300,E1CT,인천,내항,2025-06-30,2025-07-05,47000,빠른 픽업 가능
ONEU8716794,40HQ,3800,PNCT,평택,내항,2025-06-15,2025-06-19,42000,빠른 픽업 가능
MSCU8702059,20FT,2200,PNIT,부산,외항,2025-06-23,,0,가격 문의 필요
TRIU9270031,20FT,2200,IGCT,군산,내항,2025-06-19,2025-06-24,45000,전화 요망
FSCU2543436,40HQ,3900,HJIT,인천,외항,2025-06-09,,0,가격 문의 필요
CMAU1993163,40HQ,4000,IGCT,군산,내항,2025-06-09,2025-06-13,40000,전화 요망
TRIU5531094,40HQ,4100,UNCT,울산,내항,2025-06-09,2025-06-12,47000,확정 이후 연락
OOLU4168071,40HQ,4000,PNC,부산,외항,2025-06-25,,0,가격 문의 필요
OOLU9654769,40FT,3700,GWCT,광양,내항,2025-06-27,2025-07-02,45000,야간 불가
TCLU7755978,40HQ,3800,JUCT,울산,내항,2025-06-14,2025-06-17,45000,야간 불가
EMCU7025424,40HQ,4100,TOC,부산,내항,2025-06-21,2025-06-24,40000,전화 요망
ONEU7320686,20FT,2500,KIT,광양,내항,2025-06-13,2025-06-16,40000,확정 이후 연락
CMAU7597767,40HQ,3800,PNCT,평택,내항,2025-06-21,2025-06-25,40000,확정 이후 연락
MSCU4982604,40FT,3800,IFT,인천,내항,2025-06-30,2025-07-04,47000,야간 불가
ONEU2186107,20FT,2200,ICT,인천,내항,2025-06-17,2025-06-22,50000,야간 불가
MSCU8670289,20FT,2400,HJIT,인천,외항,2025-06-25,,0,가격 문의 필요
FSCU9607624,40HQ,3800,BPTS,부산,내항,2025-06-04,2025-06-09,40000,빠른 픽업 가능
ONEU8004824,40FT,4000,ICT,인천,내항,2025-06-15,2025-06-19,50000,확정 이후 연락
HMMU8642235,20FT,2300,PCTC,평택,내항,2025-06-29,2025-07-04,47000,빠른 픽업 가능
TRIU7395416,40FT,3900,JUCT,울산,내항,2025-06-19,2025-06-23,40000,야간 불가
ONEU5352729,40FT,3600,KIT,광양,내항,2025-06-27,2025-07-01,40000,빠른 픽업 가능
OOLU5503928,40FT,4000,HJIT,인천,외항,2025-06-12,,0,가격 문의 필요
FSCU9673028,40HQ,4000,PCTC,평택,내항,2025-06-28,2025-07-02,40000,전화 요망
TCLU5891638,40HQ,3900,ICT,인천,내항,2025-06-22,2025-06-26,45000,확정 이후 연락
MAEU1082318,20FT,2400,SNCT,인천,외항,2025-06-07,,0,가격 문의 필요
YMLU4623943,20FT,2200,BCT,부산,외항,2025-06-22,,0,가격 문의 필요
CMAU1662956,40FT,3700,HBCT,부산,내항,2025-06-28,2025-07-03,45000,전화 요망
TCLU1738348,40FT,3600,SNCT,인천,외항,2025-06-15,,0,가격 문의 필요
MAEU2647696,40FT,3900,BNCT,부산,외항,2025-06-14,,0,가격 문의 필요
EMCU5242916,20FT,2500,SNCT,인천,외항,2025-06-12,,0,가격 문의 필요
ONEU1947343,20FT,2200,BPTG,부산,내항,2025-06-11,2025-06-14,42000,야간 불가
MSCU9129406,40HQ,3800,PNCT,평택,내항,2025-06-11,2025-06-14,45000,확정 이후 연락
MAEU4295270,20FT,2200,ICT,인천,내항,2025-06-23,2025-06-27,40000,확정 이후 연락
EMCU8624957,20FT,2100,IFT,인천,내항,2025-06-16,2025-06-19,45000,확정 이후 연락
MSCU1280198,40HQ,3900,PNCT,평택,내항,2025-06-07,2025-06-10,45000,빠른 픽업 가능
TRIU2699449,40FT,3600,E1CT,인천,내항,2025-06-12,2025-06-17,47000,전화 요망
MAEU4545529,40HQ,4000,IFT,인천,내항,2025-06-11,2025-06-15,47000,빠른 픽업 가능
FSCU8362311,20FT,2500,PCTC,평택,내항,2025-06-21,2025-06-25,47000,야간 불가
OOLU5406261,40FT,3800,PNIT,부산,외항,2025-06-02,,0,가격 문의 필요
ONEU6306607,20FT,2400,BPTS,부산,내항,2025-06-29,2025-07-02,50000,전화 요망
TRIU2720003,40FT,3600,GWCT,광양,내항,2025-06-13,2025-06-16,40000,확정 이후 연락
HMMU1890977,20FT,2500,PNC,부산,외항,2025-06-17,,0,가격 문의 필요
MSCU8949539,20FT,2100,PCTC,평택,내항,2025-06-19,2025-06-22,50000,빠른 픽업 가능
YMLU8356463,20FT,2100,IGCT,군산,내항,2025-06-26,2025-06-30,45000,빠른 픽업 가능
CMAU9284999,40HQ,4200,GWCT,광양,내항,2025-06-27,2025-07-01,50000,야간 불가
MSCU8182185,20FT,2100,PNCT,평택,내항,2025-06-29,2025-07-02,50000,빠른 픽업 가능
TRIU9926454,20FT,2400,DGT,부산,외항,2025-06-27,,0,가격 문의 필요
HMMU7891044,40FT,3700,GWCT,광양,내항,2025-06-15,2025-06-19,40000,전화 요망
OOLU7378441,40FT,3600,BPTG,부산,내항,2025-06-17,2025-06-21,47000,전화 요망
FSCU6527794,40HQ,4000,SNCT,인천,외항,2025-06-09,,0,가격 문의 필요
FSCU8360167,40FT,3900,BPTS,부산,내항,2025-06-06,2025-06-10,45000,전화 요망
YMLU4753017,40HQ,3900,BPTG,부산,내항,2025-06-14,2025-06-17,50000,빠른 픽업 가능
MAEU8825424,40HQ,4000,UNCT,울산,내항,2025-06-07,2025-06-11,47000,야간 불가
YMLU5361411,20FT,2500,ICT,인천,내항,2025-06-28,2025-07-03,50000,야간 불가
CMAU2645880,20FT,2400,BPTG,부산,내항,2025-06-18,2025-06-21,45000,전화 요망
EMCU3114854,20FT,2400,UNCT,울산,내항,2025-06-02,2025-06-05,47000,확정 이후 연락
MSCU1690200,40FT,3800,PCTC,평택,내항,2025-06-30,2025-07-04,45000,확정 이후 연락
TRIU5903949,40FT,4000,PNC,부산,외항,2025-06-04,,0,가격 문의 필요
CMAU7029461,40FT,4000,BPTG,부산,내항,2025-06-28,2025-07-02,50000,야간 불가
FSCU6299876,40FT,3800,IGCT,군산,내항,2025-06-02,2025-06-05,47000,전화 요망
YMLU9596113,40FT,3600,DGT,부산,외항,2025-06-02,,0,가격 문의 필요
OOLU8591456,20FT,2500,PNC,부산,외항,2025-06-08,,0,가격 문의 필요
TCLU8770698,40FT,3800,PNCT,평택,내항,2025-06-01,2025-06-05,42000,빠른 픽업 가능
HMMU6171826,40FT,3700,BPTG,부산,내항,2025-06-14,2025-06-19,50000,야간 불가
HMMU3201448,20FT,2300,BPTG,부산,내항,2025-06-30,2025-07-05,45000,확정 이후 연락
TCLU5586125,40FT,3900,KIT,광양,내항,2025-06-26,2025-06-30,40000,전화 요망
TRIU7080818,40FT,3600,HJIT,인천,외항,2025-06-21,,0,가격 문의 필요
MSCU7745903,40HQ,4100,PNIT,부산,외항,2025-06-04,,0,가격 문의 필요
TRIU3418516,40HQ,3900,BPTG,부산,내항,2025-06-30,2025-07-05,42000,확정 이후 연락
MSCU8560414,40FT,4000,KIT,광양,내항,2025-06-02,2025-06-07,42000,야간 불가
YMLU7972614,40FT,3800,HBCT,부산,내항,2025-06-26,2025-07-01,42000,전화 요망
FSCU9753306,20FT,2500,E1CT,인천,내항,2025-06-30,2025-07-03,45000,야간 불가
CMAU5053094,40HQ,4000,HBCT,부산,내항,2025-06-11,2025-06-14,45000,확정 이후 연락
TRIU8527899,20FT,2500,HBCT,부산,내항,2025-06-05,2025-06-09,45000,야간 불가
ONEU3147616,40FT,4000,HJIT,인천,외항,2025-06-17,,0,가격 문의 필요
MSCU4156121,20FT,2500,IFT,인천,내항,2025-06-18,2025-06-21,50000,빠른 픽업 가능
